Fix time interval of version 4.x,,,,,,,,,,,,,,,,,,,,,
,v4.0..v4.0.9,v4.1..v4.1.52,v4.2..v4.2.8,v4.3..v4.3.6,v4.4..v4.4.216,v4.5..v4.5.7,v4.6..v4.6.7,v4.7..v4.7.9,v4.8..v4.8.17,v4.9..v4.9.216,v4.10..v4.10.17,v4.11..v4.11.12,v4.12..v4.12.14,v4.13..v4.13.16,v4.14..v4.14.173,v4.15..v4.15.18,v4.16..v4.16.18,v4.17..v4.17.19,v4.18..v4.18.20,v4.19..v4.19.109,v4.20..v4.20.17
2953,,,,,17310,,,,,2042,,,,,2035,,,,,2081,
2954,,,,,1765,,,,,1775,,,,,10366,,,,,586,
2955,,,,,47384,,,,,18875,,,,,6684,,,,,501,
2956,,,,,9521,,,,,50521,,,,,3013,,,,,499,
2957,,,,,3510,,,,,1,,,,,713,,,,,2312,
2958,,,,,572,,,,,8272,,,,,339,,,,,9575,
2959,,,,,35495,,,,,15847,,,,,1,,,,,22024,
2960,,,,,36560,,,,,107616,,,,,1718,,,,,1339,
2961,,,,,3674,,,,,39543,,,,,1,,,,,5893,
2962,,,,,9382,,,,,0,,,,,1,,,,,28205,
2963,,,,,84894,,,,,0,,,,,36030,,,,,5,
2964,,,,,5748,,,,,2984,,,,,2148,,,,,2750,
2965,,,,,17,,,,,42445,,,,,8412,,,,,1,
2966,,,,,8,,,,,38088,,,,,130,,,,,778,
2967,,,,,157692,,,,,2269,,,,,8748,,,,,166,
2968,,,,,23294,,,,,8930,,,,,339,,,,,20238,
2969,,,,,52658,,,,,5007,,,,,3834,,,,,3041,
2970,,,,,52683,,,,,1290,,,,,638,,,,,37254,
2971,,,,,1054,,,,,0,,,,,803,,,,,1469,
2972,,,,,0,,,,,9219,,,,,0,,,,,11372,
2973,,,,,45707,,,,,3604,,,,,0,,,,,1,
2974,,,,,16375,,,,,2035,,,,,0,,,,,0,
2975,,,,,7573,,,,,9952,,,,,0,,,,,2,
2976,,,,,61397,,,,,8660,,,,,1293,,,,,10998,
2977,,,,,74320,,,,,20693,,,,,144,,,,,12119,
2978,,,,,41121,,,,,23623,,,,,22225,,,,,2856,
2979,,,,,7262,,,,,14,,,,,3180,,,,,953,
2980,,,,,40822,,,,,7778,,,,,34160,,,,,85,
2981,,,,,20357,,,,,9649,,,,,537,,,,,2579,
2982,,,,,89,,,,,35095,,,,,1435,,,,,1,
2983,,,,,38,,,,,26414,,,,,27387,,,,,5029,
2984,,,,,3670,,,,,9248,,,,,3394,,,,,3544,
2985,,,,,16013,,,,,5,,,,,1015,,,,,14,
2986,,,,,66797,,,,,6906,,,,,1506,,,,,14,
2987,,,,,99103,,,,,3564,,,,,7145,,,,,4,
2988,,,,,0,,,,,127,,,,,40512,,,,,735,
2989,,,,,2547,,,,,5772,,,,,6006,,,,,651,
2990,,,,,75804,,,,,72316,,,,,3751,,,,,10776,
2991,,,,,1393,,,,,10222,,,,,48830,,,,,49927,
2992,,,,,1406,,,,,2572,,,,,55169,,,,,12319,
2993,,,,,1,,,,,9385,,,,,65334,,,,,8438,
2994,,,,,2109,,,,,1624,,,,,36737,,,,,41,
2995,,,,,63706,,,,,925,,,,,6078,,,,,2514,
2996,,,,,775,,,,,0,,,,,34630,,,,,13726,
2997,,,,,10913,,,,,56211,,,,,27274,,,,,7937,
2998,,,,,12393,,,,,12569,,,,,7839,,,,,45038,
2999,,,,,19181,,,,,15085,,,,,3666,,,,,4917,
3000,,,,,39723,,,,,91716,,,,,55416,,,,,102620,
3001,,,,,2547,,,,,71335,,,,,11986,,,,,0,
3002,,,,,27065,,,,,54978,,,,,1803,,,,,3339,
3003,,,,,9575,,,,,21515,,,,,1068,,,,,0,
3004,,,,,44211,,,,,1,,,,,6946,,,,,0,
3005,,,,,1658,,,,,2382,,,,,50467,,,,,66728,
3006,,,,,15054,,,,,2,,,,,18577,,,,,1,
3007,,,,,0,,,,,32375,,,,,1986,,,,,9742,
3008,,,,,213,,,,,54068,,,,,1055,,,,,5,
3009,,,,,1952,,,,,1360,,,,,12114,,,,,18895,
3010,,,,,60625,,,,,48599,,,,,1913,,,,,44405,
3011,,,,,1,,,,,7264,,,,,661,,,,,11685,
3012,,,,,1,,,,,22584,,,,,1874,,,,,6864,
3013,,,,,5,,,,,6365,,,,,14332,,,,,4363,
3014,,,,,1,,,,,8549,,,,,9980,,,,,4972,
3015,,,,,11309,,,,,70314,,,,,47350,,,,,136,
3016,,,,,4067,,,,,7099,,,,,6200,,,,,16372,
3017,,,,,198122,,,,,19,,,,,1994,,,,,18956,
3018,,,,,59133,,,,,0,,,,,939,,,,,7549,
3019,,,,,16554,,,,,0,,,,,6825,,,,,597,
3020,,,,,76527,,,,,8263,,,,,175,,,,,687,
3021,,,,,69380,,,,,2581,,,,,0,,,,,8258,
3022,,,,,1209,,,,,655,,,,,15492,,,,,3652,
3023,,,,,4487,,,,,1121,,,,,62449,,,,,2354,
3024,,,,,3121,,,,,697,,,,,40513,,,,,4122,
3025,,,,,10181,,,,,9298,,,,,27820,,,,,680,
3026,,,,,25509,,,,,9615,,,,,48394,,,,,2945,
3027,,,,,5553,,,,,34430,,,,,34382,,,,,3060,
3028,,,,,1522,,,,,17760,,,,,2689,,,,,480,
3029,,,,,39064,,,,,10,,,,,5676,,,,,465,
3030,,,,,5128,,,,,6,,,,,0,,,,,571,
3031,,,,,10079,,,,,5,,,,,1648,,,,,773,
3032,,,,,7408,,,,,6,,,,,9825,,,,,2957,
3033,,,,,5632,,,,,5,,,,,2212,,,,,3673,
3034,,,,,2598,,,,,5,,,,,3750,,,,,1,
3035,,,,,6662,,,,,6,,,,,30,,,,,4887,
3036,,,,,8702,,,,,1933,,,,,16,,,,,1592,
3037,,,,,0,,,,,1,,,,,0,,,,,249,
3038,,,,,0,,,,,1,,,,,5441,,,,,83,
3039,,,,,0,,,,,1,,,,,33129,,,,,9201,
3040,,,,,54873,,,,,2,,,,,22032,,,,,6233,
3041,,,,,242303,,,,,3,,,,,5946,,,,,6922,
3042,,,,,82274,,,,,18173,,,,,1237,,,,,4435,
3043,,,,,8700,,,,,58926,,,,,31051,,,,,21726,
3044,,,,,92453,,,,,1,,,,,2225,,,,,19244,
3045,,,,,9003,,,,,5930,,,,,750,,,,,664,
3046,,,,,394,,,,,86241,,,,,1031,,,,,1785,
3047,,,,,14344,,,,,3,,,,,55002,,,,,1779,
3048,,,,,4027,,,,,74244,,,,,1345,,,,,2781,
3049,,,,,0,,,,,4739,,,,,6289,,,,,164,
3050,,,,,46733,,,,,7533,,,,,2319,,,,,1887,
3051,,,,,8301,,,,,2726,,,,,3052,,,,,0,
3052,,,,,95091,,,,,766,,,,,9105,,,,,6428,
3053,,,,,11897,,,,,3399,,,,,62992,,,,,4871,
3054,,,,,6090,,,,,5037,,,,,5967,,,,,1,
3055,,,,,30318,,,,,85490,,,,,10771,,,,,1826,
3056,,,,,94464,,,,,7967,,,,,6198,,,,,3,
3057,,,,,16,,,,,1,,,,,1815,,,,,0,
3058,,,,,6,,,,,1,,,,,14277,,,,,15478,
3059,,,,,13,,,,,2,,,,,678,,,,,7,
3060,,,,,111174,,,,,44707,,,,,43418,,,,,21,
3061,,,,,17540,,,,,6940,,,,,4231,,,,,0,
3062,,,,,5647,,,,,4801,,,,,7699,,,,,465,
3063,,,,,6334,,,,,2985,,,,,10271,,,,,1,
3064,,,,,3902,,,,,720,,,,,156770,,,,,4,
3065,,,,,17121,,,,,11913,,,,,32069,,,,,4495,
3066,,,,,41908,,,,,6047,,,,,1376,,,,,27814,
3067,,,,,33989,,,,,67661,,,,,1,,,,,26380,
3068,,,,,1681,,,,,555,,,,,1,,,,,5030,
3069,,,,,41,,,,,4669,,,,,1,,,,,20067,
3070,,,,,7450,,,,,3935,,,,,1,,,,,68445,
3071,,,,,28789,,,,,62521,,,,,52745,,,,,21283,
3072,,,,,25353,,,,,11335,,,,,1,,,,,13238,
3073,,,,,20225,,,,,19424,,,,,2148,,,,,35878,
3074,,,,,0,,,,,4353,,,,,23064,,,,,18193,
3075,,,,,53786,,,,,109281,,,,,1,,,,,17353,
3076,,,,,8625,,,,,49154,,,,,983,,,,,5599,
3077,,,,,1,,,,,15691,,,,,2863,,,,,26165,
3078,,,,,13048,,,,,55275,,,,,14551,,,,,10103,
3079,,,,,1,,,,,2915,,,,,38641,,,,,2251,
3080,,,,,0,,,,,26195,,,,,4286,,,,,4606,
3081,,,,,1,,,,,11612,,,,,2771,,,,,54,
3082,,,,,1,,,,,1,,,,,10843,,,,,26,
3083,,,,,11993,,,,,2588,,,,,5280,,,,,303,
3084,,,,,22396,,,,,4081,,,,,731,,,,,98,
3085,,,,,36961,,,,,314,,,,,2,,,,,18,
3086,,,,,3917,,,,,2264,,,,,742,,,,,1438,
3087,,,,,62398,,,,,33060,,,,,169,,,,,2942,
3088,,,,,32004,,,,,6236,,,,,1650,,,,,14001,
3089,,,,,0,,,,,12102,,,,,4494,,,,,19283,
3090,,,,,14821,,,,,5247,,,,,5997,,,,,12751,
3091,,,,,132473,,,,,2186,,,,,10090,,,,,25,
3092,,,,,3825,,,,,61397,,,,,2823,,,,,0,
3093,,,,,633,,,,,13128,,,,,26404,,,,,16324,
3094,,,,,93931,,,,,24,,,,,3149,,,,,4786,
3095,,,,,1494,,,,,8048,,,,,2014,,,,,2784,
3096,,,,,7357,,,,,2888,,,,,7001,,,,,2901,
3097,,,,,9620,,,,,2002,,,,,6153,,,,,1796,
3098,,,,,53810,,,,,398,,,,,1866,,,,,432,
3099,,,,,2140,,,,,9718,,,,,5864,,,,,2735,
3100,,,,,11533,,,,,2289,,,,,3106,,,,,58,
3101,,,,,3639,,,,,12484,,,,,29088,,,,,1931,
3102,,,,,10258,,,,,45926,,,,,32746,,,,,1753,
3103,,,,,1,,,,,5964,,,,,15797,,,,,2051,
3104,,,,,2,,,,,729,,,,,2375,,,,,4954,
3105,,,,,1,,,,,10641,,,,,7394,,,,,13143,
3106,,,,,85737,,,,,1,,,,,20429,,,,,1566,
3107,,,,,74217,,,,,1551,,,,,42593,,,,,4,
3108,,,,,44,,,,,1,,,,,2917,,,,,1,
3109,,,,,20268,,,,,0,,,,,5640,,,,,250,
3110,,,,,44605,,,,,2,,,,,36352,,,,,6025,
3111,,,,,3829,,,,,1,,,,,43480,,,,,1534,
3112,,,,,126091,,,,,1,,,,,94205,,,,,6699,
3113,,,,,90588,,,,,63908,,,,,13600,,,,,664,
3114,,,,,50932,,,,,15886,,,,,71382,,,,,2228,
3115,,,,,9770,,,,,3961,,,,,0,,,,,1722,
3116,,,,,10276,,,,,438,,,,,13063,,,,,34215,
3117,,,,,52312,,,,,17011,,,,,1767,,,,,0,
3118,,,,,101208,,,,,12109,,,,,27125,,,,,8506,
3119,,,,,19139,,,,,65017,,,,,39768,,,,,8787,
3120,,,,,3087,,,,,360,,,,,4345,,,,,26,
3121,,,,,22271,,,,,79400,,,,,409,,,,,6248,
3122,,,,,30915,,,,,79001,,,,,1,,,,,0,
3123,,,,,0,,,,,8710,,,,,786,,,,,5746,
3124,,,,,0,,,,,11098,,,,,11383,,,,,2,
3125,,,,,7520,,,,,56270,,,,,7345,,,,,1,
3126,,,,,202,,,,,2377,,,,,8857,,,,,3,
3127,,,,,19146,,,,,491,,,,,7613,,,,,1,
3128,,,,,233783,,,,,609,,,,,37614,,,,,5492,
3129,,,,,22181,,,,,9804,,,,,0,,,,,18021,
3130,,,,,50965,,,,,380,,,,,15560,,,,,36922,
3131,,,,,0,,,,,5735,,,,,2162,,,,,1,
3132,,,,,11940,,,,,7825,,,,,5714,,,,,4415,
3133,,,,,11471,,,,,3571,,,,,0,,,,,2677,
3134,,,,,26,,,,,6973,,,,,9187,,,,,5676,
3135,,,,,6883,,,,,1801,,,,,1,,,,,6997,
3136,,,,,1820,,,,,39664,,,,,14266,,,,,1556,
3137,,,,,2152,,,,,4618,,,,,16495,,,,,6571,
3138,,,,,74136,,,,,6543,,,,,29162,,,,,3958,
3139,,,,,1,,,,,0,,,,,2184,,,,,1,
3140,,,,,1,,,,,4912,,,,,1488,,,,,27081,
3141,,,,,1,,,,,17300,,,,,2,,,,,23286,
3142,,,,,10192,,,,,6150,,,,,4430,,,,,9922,
3143,,,,,5980,,,,,4044,,,,,112,,,,,2026,
3144,,,,,3287,,,,,41641,,,,,11904,,,,,42,
3145,,,,,20,,,,,20016,,,,,917,,,,,6529,
3146,,,,,56139,,,,,4502,,,,,1209,,,,,2925,
3147,,,,,3434,,,,,6205,,,,,2381,,,,,6779,
3148,,,,,12766,,,,,0,,,,,10229,,,,,5866,
3149,,,,,12341,,,,,2,,,,,46372,,,,,84183,
3150,,,,,92,,,,,4008,,,,,4864,,,,,1953,
3151,,,,,15822,,,,,5157,,,,,1,,,,,58314,
3152,,,,,42041,,,,,15101,,,,,2855,,,,,3769,
3153,,,,,83241,,,,,2,,,,,17409,,,,,788,
3154,,,,,176948,,,,,41293,,,,,4298,,,,,21863,
3155,,,,,7683,,,,,172,,,,,28363,,,,,5210,
3156,,,,,16396,,,,,34950,,,,,9842,,,,,68273,
3157,,,,,31156,,,,,3776,,,,,83146,,,,,1408,
3158,,,,,44939,,,,,59688,,,,,62028,,,,,1841,
3159,,,,,4928,,,,,24354,,,,,45983,,,,,4243,
3160,,,,,5456,,,,,94886,,,,,6351,,,,,3213,
3161,,,,,16514,,,,,25892,,,,,1,,,,,21613,
3162,,,,,8392,,,,,21387,,,,,2,,,,,2485,
3163,,,,,36242,,,,,4360,,,,,1,,,,,1945,
3164,,,,,0,,,,,1894,,,,,2,,,,,28141,
3165,,,,,3497,,,,,6130,,,,,0,,,,,4772,
3166,,,,,170973,,,,,1,,,,,1,,,,,4597,
3167,,,,,261668,,,,,20333,,,,,14814,,,,,2689,
3168,,,,,1,,,,,18034,,,,,682,,,,,1721,
3169,,,,,23514,,,,,17145,,,,,4572,,,,,1006,
3170,,,,,16835,,,,,7179,,,,,4605,,,,,1,
3171,,,,,1374,,,,,17149,,,,,5125,,,,,1,
3172,,,,,50252,,,,,7486,,,,,15471,,,,,3976,
3173,,,,,14691,,,,,947,,,,,41196,,,,,942,
3174,,,,,1,,,,,8678,,,,,7817,,,,,4395,
3175,,,,,1,,,,,5757,,,,,669,,,,,7708,
3176,,,,,1,,,,,0,,,,,886,,,,,2055,
3177,,,,,88950,,,,,26748,,,,,5978,,,,,1812,
3178,,,,,54024,,,,,4810,,,,,9311,,,,,2648,
3179,,,,,6446,,,,,23442,,,,,12394,,,,,3,
3180,,,,,4364,,,,,2817,,,,,6744,,,,,5609,
3181,,,,,6778,,,,,6145,,,,,37445,,,,,1745,
3182,,,,,2102,,,,,1,,,,,13746,,,,,1004,
3183,,,,,862,,,,,34181,,,,,30842,,,,,5733,
3184,,,,,5025,,,,,2798,,,,,12006,,,,,59106,
3185,,,,,17998,,,,,32600,,,,,18117,,,,,595,
3186,,,,,54370,,,,,2731,,,,,9685,,,,,2238,
3187,,,,,0,,,,,19201,,,,,1,,,,,9367,
3188,,,,,5403,,,,,11,,,,,700,,,,,18680,
3189,,,,,6598,,,,,7,,,,,8430,,,,,791,
3190,,,,,2234,,,,,4,,,,,332,,,,,19420,
3191,,,,,121150,,,,,4,,,,,2932,,,,,8193,
3192,,,,,124256,,,,,3,,,,,7345,,,,,699,
3193,,,,,10620,,,,,4,,,,,11561,,,,,14726,
3194,,,,,8737,,,,,10,,,,,3213,,,,,6995,
3195,,,,,3376,,,,,15841,,,,,25521,,,,,4468,
3196,,,,,4330,,,,,61636,,,,,22310,,,,,797,
3197,,,,,9,,,,,3508,,,,,4966,,,,,56181,
3198,,,,,55423,,,,,2260,,,,,9938,,,,,13419,
3199,,,,,80144,,,,,1708,,,,,0,,,,,676,
3200,,,,,1,,,,,4020,,,,,13457,,,,,0,
3201,,,,,1,,,,,152597,,,,,2013,,,,,825,
3202,,,,,2013,,,,,0,,,,,3870,,,,,984,
3203,,,,,31757,,,,,910,,,,,582,,,,,16484,
3204,,,,,612,,,,,49060,,,,,23658,,,,,181,
3205,,,,,0,,,,,1,,,,,1,,,,,1,
3206,,,,,58537,,,,,1,,,,,36553,,,,,443,
3207,,,,,8286,,,,,499,,,,,40887,,,,,1,
3208,,,,,286952,,,,,24181,,,,,804,,,,,1,
3209,,,,,11866,,,,,15794,,,,,44166,,,,,8126,
3210,,,,,36818,,,,,9946,,,,,31336,,,,,14969,
3211,,,,,11619,,,,,3194,,,,,37418,,,,,3413,
3212,,,,,5967,,,,,2,,,,,1,,,,,32926,
3213,,,,,4643,,,,,641,,,,,9125,,,,,35360,
3214,,,,,881,,,,,12567,,,,,14357,,,,,2349,
3215,,,,,2183,,,,,14921,,,,,1002,,,,,59582,
3216,,,,,10271,,,,,3801,,,,,26957,,,,,34129,
3217,,,,,15574,,,,,48590,,,,,4112,,,,,12774,
3218,,,,,36780,,,,,535,,,,,11017,,,,,27050,
3219,,,,,4919,,,,,0,,,,,5899,,,,,7975,
3220,,,,,14950,,,,,1,,,,,42576,,,,,7336,
3221,,,,,25438,,,,,5193,,,,,10186,,,,,936,
3222,,,,,50084,,,,,16586,,,,,1,,,,,2971,
3223,,,,,236,,,,,394,,,,,1328,,,,,3585,
3224,,,,,142,,,,,50790,,,,,5564,,,,,54,
3225,,,,,133,,,,,0,,,,,979,,,,,1432,
3226,,,,,281,,,,,18219,,,,,6833,,,,,1,
3227,,,,,363,,,,,7182,,,,,39230,,,,,9862,
3228,,,,,665,,,,,8002,,,,,6193,,,,,4,
3229,,,,,14538,,,,,13925,,,,,11755,,,,,3,
3230,,,,,1,,,,,42943,,,,,2408,,,,,51,
3231,,,,,1,,,,,2879,,,,,287,,,,,190,
3232,,,,,23084,,,,,2360,,,,,1,,,,,859,
3233,,,,,54650,,,,,9052,,,,,7211,,,,,22420,
3234,,,,,78748,,,,,6293,,,,,160,,,,,5476,
3235,,,,,16956,,,,,4832,,,,,4404,,,,,0,
3236,,,,,39817,,,,,52711,,,,,3991,,,,,33823,
3237,,,,,4849,,,,,40843,,,,,5217,,,,,390,
3238,,,,,38284,,,,,1,,,,,61738,,,,,3774,
3239,,,,,122966,,,,,134506,,,,,15354,,,,,5556,
3240,,,,,33489,,,,,44045,,,,,32,,,,,1,
3241,,,,,97712,,,,,59400,,,,,1807,,,,,3819,
3242,,,,,16600,,,,,5369,,,,,162,,,,,0,
3243,,,,,55096,,,,,566,,,,,3874,,,,,107,
3244,,,,,4456,,,,,33017,,,,,1121,,,,,2533,
3245,,,,,5990,,,,,1,,,,,1,,,,,648,
3246,,,,,2268,,,,,34534,,,,,2495,,,,,0,
3247,,,,,1279,,,,,43403,,,,,1102,,,,,0,
3248,,,,,2989,,,,,82804,,,,,12208,,,,,0,
3249,,,,,65013,,,,,0,,,,,59684,,,,,0,
3250,,,,,21041,,,,,3809,,,,,306,,,,,1059,
3251,,,,,4020,,,,,25029,,,,,4199,,,,,62,
3252,,,,,74555,,,,,1,,,,,72658,,,,,129,
3253,,,,,467,,,,,1,,,,,87605,,,,,183,
3254,,,,,10285,,,,,1,,,,,37400,,,,,3,
3255,,,,,6163,,,,,1,,,,,47513,,,,,1122,
3256,,,,,27180,,,,,13567,,,,,328,,,,,3886,
3257,,,,,3615,,,,,877,,,,,8138,,,,,6768,
3258,,,,,119,,,,,15416,,,,,173,,,,,10204,
3259,,,,,8,,,,,4870,,,,,623,,,,,7,
3260,,,,,63,,,,,32476,,,,,28842,,,,,2258,
3261,,,,,349,,,,,31420,,,,,418,,,,,0,
3262,,,,,16,,,,,23644,,,,,1,,,,,748,
3263,,,,,16,,,,,1090,,,,,2038,,,,,1,
3264,,,,,0,,,,,1,,,,,1710,,,,,2460,
3265,,,,,7,,,,,2,,,,,22221,,,,,5202,
3266,,,,,69485,,,,,1579,,,,,12731,,,,,40678,
3267,,,,,132164,,,,,61077,,,,,3356,,,,,826,
3268,,,,,630,,,,,1,,,,,1057,,,,,409,
3269,,,,,3646,,,,,5347,,,,,3,,,,,210,
3270,,,,,108894,,,,,6818,,,,,771,,,,,28,
3271,,,,,3326,,,,,1,,,,,16027,,,,,0,
3272,,,,,4620,,,,,1,,,,,1014,,,,,283,
3273,,,,,44050,,,,,1,,,,,3800,,,,,2239,
3274,,,,,1,,,,,1,,,,,40678,,,,,804,
3275,,,,,7064,,,,,3,,,,,17187,,,,,9211,
3276,,,,,14426,,,,,7684,,,,,12989,,,,,30,
3277,,,,,1,,,,,5075,,,,,3553,,,,,3202,
3278,,,,,30008,,,,,179304,,,,,12125,,,,,9793,
3279,,,,,41830,,,,,52001,,,,,5033,,,,,2634,
3280,,,,,15144,,,,,18507,,,,,1,,,,,64,
3281,,,,,4202,,,,,2570,,,,,1,,,,,7955,
3282,,,,,17054,,,,,1,,,,,51248,,,,,37930,
3283,,,,,0,,,,,4193,,,,,8,,,,,6100,
3284,,,,,877,,,,,17310,,,,,3,,,,,9579,
3285,,,,,61791,,,,,1764,,,,,281,,,,,1213,
3286,,,,,14127,,,,,1,,,,,10068,,,,,7068,
3287,,,,,1391,,,,,47384,,,,,1232,,,,,481,
3288,,,,,1020,,,,,991,,,,,958,,,,,3416,
3289,,,,,3418,,,,,7924,,,,,6651,,,,,689,
3290,,,,,142452,,,,,606,,,,,8292,,,,,620,
3291,,,,,85788,,,,,3510,,,,,3016,,,,,19245,
3292,,,,,1,,,,,572,,,,,1,,,,,3333,
3293,,,,,13475,,,,,1156,,,,,0,,,,,3471,
3294,,,,,7875,,,,,1120,,,,,1247,,,,,0,
3295,,,,,0,,,,,9575,,,,,103,,,,,1,
3296,,,,,77827,,,,,23644,,,,,4938,,,,,1,
3297,,,,,17013,,,,,790,,,,,11051,,,,,4210,
3298,,,,,123,,,,,28210,,,,,854,,,,,27151,
3299,,,,,69469,,,,,2111,,,,,31,,,,,5512,
3300,,,,,5446,,,,,7,,,,,13,,,,,9346,
3301,,,,,1112,,,,,5442,,,,,4511,,,,,1940,
3302,,,,,2035,,,,,3674,,,,,2171,,,,,1,
3303,,,,,20063,,,,,1394,,,,,3461,,,,,1,
3304,,,,,1052,,,,,7988,,,,,36749,,,,,2354,
3305,,,,,1,,,,,84894,,,,,5381,,,,,9935,
3306,,,,,37750,,,,,5748,,,,,47,,,,,1196,
3307,,,,,10690,,,,,17,,,,,0,,,,,6085,
3308,,,,,9087,,,,,8,,,,,1409,,,,,11586,
3309,,,,,3834,,,,,157692,,,,,14478,,,,,2648,
3310,,,,,638,,,,,1,,,,,7583,,,,,0,
3311,,,,,803,,,,,148,,,,,84551,,,,,65986,
3312,,,,,0,,,,,23145,,,,,12885,,,,,271,
3313,,,,,0,,,,,52658,,,,,1,,,,,15882,
3314,,,,,0,,,,,13330,,,,,61622,,,,,4995,
3315,,,,,62974,,,,,3961,,,,,33128,,,,,42218,
3316,,,,,30781,,,,,35392,,,,,30181,,,,,81833,
3317,,,,,1015,,,,,1054,,,,,3741,,,,,2245,
3318,,,,,49163,,,,,0,,,,,8245,,,,,1451,
3319,,,,,6006,,,,,45707,,,,,20746,,,,,3204,
3320,,,,,107750,,,,,9967,,,,,12,,,,,2558,
3321,,,,,65334,,,,,6408,,,,,586,,,,,214,
3322,,,,,36737,,,,,6229,,,,,2039,,,,,6659,
3323,,,,,40708,,,,,1344,,,,,2608,,,,,966,
3324,,,,,27274,,,,,61397,,,,,20583,,,,,440,
3325,,,,,7839,,,,,74320,,,,,29959,,,,,10293,
3326,,,,,3666,,,,,41121,,,,,4309,,,,,6064,
3327,,,,,70273,,,,,7262,,,,,19994,,,,,1,
3328,,,,,6946,,,,,3275,,,,,1789,,,,,1,
3329,,,,,69044,,,,,37547,,,,,1424,,,,,4490,
3330,,,,,1986,,,,,20357,,,,,1456,,,,,4726,
3331,,,,,1055,,,,,89,,,,,20382,,,,,36176,
3332,,,,,97357,,,,,38,,,,,53844,,,,,9200,
3333,,,,,6825,,,,,219,,,,,5174,,,,,3032,
3334,,,,,175,,,,,3451,,,,,0,,,,,7786,
3335,,,,,0,,,,,16013,,,,,7914,,,,,2,
3336,,,,,15492,,,,,66797,,,,,0,,,,,1,
3337,,,,,62449,,,,,99103,,,,,4553,,,,,1,
3338,,,,,40513,,,,,0,,,,,4,,,,,1,
3339,,,,,113285,,,,,2547,,,,,1743,,,,,1,
3340,,,,,5676,,,,,7654,,,,,156,,,,,1,
3341,,,,,0,,,,,68150,,,,,25001,,,,,2,
3342,,,,,1648,,,,,1393,,,,,32410,,,,,1,
3343,,,,,9825,,,,,1406,,,,,7218,,,,,1,
3344,,,,,2212,,,,,1,,,,,10,,,,,259,
3345,,,,,42366,,,,,2109,,,,,9,,,,,3729,
3346,,,,,63241,,,,,4465,,,,,9,,,,,773,
3347,,,,,1031,,,,,59241,,,,,4323,,,,,2035,
3348,,,,,55002,,,,,775,,,,,8495,,,,,656,
3349,,,,,13005,,,,,10913,,,,,0,,,,,7630,
3350,,,,,9105,,,,,12393,,,,,972,,,,,1,
3351,,,,,62992,,,,,19181,,,,,2304,,,,,1,
3352,,,,,16738,,,,,39723,,,,,25417,,,,,1,
3353,,,,,6198,,,,,2547,,,,,23761,,,,,1,
3354,,,,,1815,,,,,1031,,,,,12551,,,,,1,
3355,,,,,62604,,,,,18479,,,,,21467,,,,,1047,
3356,,,,,206809,,,,,17130,,,,,15554,,,,,3528,
3357,,,,,54125,,,,,44211,,,,,14684,,,,,1,
3358,,,,,1,,,,,1658,,,,,1643,,,,,7015,
3359,,,,,2148,,,,,15054,,,,,1,,,,,50,
3360,,,,,23064,,,,,0,,,,,62619,,,,,17843,
3361,,,,,1,,,,,213,,,,,8450,,,,,29143,
3362,,,,,57038,,,,,1952,,,,,75828,,,,,136,
3363,,,,,4286,,,,,91,,,,,59880,,,,,612,
3364,,,,,32679,,,,,1,,,,,1,,,,,700,
3365,,,,,54479,,,,,9599,,,,,8810,,,,,508,
3366,,,,,3155,,,,,16349,,,,,4868,,,,,1507,
3367,,,,,72670,,,,,34580,,,,,4117,,,,,1265,
3368,,,,,15797,,,,,1,,,,,1871,,,,,824,
3369,,,,,9769,,,,,1,,,,,65542,,,,,621,
3370,,,,,65939,,,,,5,,,,,1199,,,,,1,
3371,,,,,193277,,,,,1,,,,,5824,,,,,1884,
3372,,,,,71382,,,,,6697,,,,,1427,,,,,8206,
3373,,,,,0,,,,,4617,,,,,1638,,,,,2301,
3374,,,,,13063,,,,,4067,,,,,1982,,,,,5944,
3375,,,,,1767,,,,,19457,,,,,2716,,,,,6234,
3376,,,,,71647,,,,,85111,,,,,4388,,,,,709,
3377,,,,,1,,,,,79505,,,,,7629,,,,,0,
3378,,,,,786,,,,,14049,,,,,10647,,,,,1549,
3379,,,,,35198,,,,,59133,,,,,622,,,,,11091,
3380,,,,,37614,,,,,1,,,,,2863,,,,,28851,
3381,,,,,0,,,,,16553,,,,,42611,,,,,16748,
3382,,,,,17722,,,,,76527,,,,,4305,,,,,7046,
3383,,,,,14901,,,,,30807,,,,,6307,,,,,4970,
3384,,,,,30762,,,,,38573,,,,,6880,,,,,2561,
3385,,,,,32834,,,,,1209,,,,,2300,,,,,893,
3386,,,,,4432,,,,,4487,,,,,15267,,,,,491,
3387,,,,,12016,,,,,3121,,,,,9397,,,,,1,
3388,,,,,14736,,,,,10181,,,,,40601,,,,,0,
3389,,,,,46372,,,,,25509,,,,,15542,,,,,4686,
3390,,,,,4865,,,,,5553,,,,,1,,,,,14392,
3391,,,,,260279,,,,,1522,,,,,4099,,,,,8724,
3392,,,,,2,,,,,39064,,,,,758,,,,,32032,
3393,,,,,0,,,,,5128,,,,,6686,,,,,4457,
3394,,,,,15497,,,,,10079,,,,,1,,,,,2051,
3395,,,,,78786,,,,,7408,,,,,1467,,,,,4215,
3396,,,,,1555,,,,,5632,,,,,8,,,,,2695,
